Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
07/04/1922,13:15,"Fuhlsbuttel, Germany",Cie des Messageries Aeriennes,Hamburg - Berlin,LVG C VI,3.0,2.0,1.0,2.0,1.0,1.0,0.0,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron).",Afternoon,0-5 Fatalities,1922-07-04 13:15:00,1922,July,Summer,False,1919-1929,the passengermail plane lost its engine while taking off and crashed into trees actress fern andra survived the accident but her director georg bluen did not the pilot lothar von richthofen was also killed he was a world war i ace and brother of manfred von richthofen the red baron
07/16/1922,16:45,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,Strasbourg - Paris,Potez 29,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.,Afternoon,5-10 Fatalities,1922-07-16 16:45:00,1922,July,Summer,True,1919-1929,lost an engine and could not make an emergency landing because of gusty winds stalled while making a turn and crashed
07/26/1922,16:45,"Cadix, Spain",Grands Express Aeriens,Strasbourg - Paris,Breguet 14,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed.",Afternoon,0-5 Fatalities,1922-07-26 16:45:00,1922,July,Summer,True,1919-1929,while attempting to make an emergency landing due to engine problems the aircraft hit telephone lines and crashed
09/07/1922,16:45,"Indianapolis, Indiana",US Aerial Mail Service,Strasbourg - Paris,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The plane stalled shortly after takeoff and crashed.,Afternoon,0-5 Fatalities,1922-09-07 16:45:00,1922,September,Autumn,True,1919-1929,the plane stalled shortly after takeoff and crashed
10/02/1922,16:45,"Venice, Italy",de Havilland Air Service,Venice - London,de Havilland DH-9,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Shortly after taking off the plane crashed into the sea and sank.,Afternoon,0-5 Fatalities,1922-10-02 16:45:00,1922,October,Autumn,True,1919-1929,shortly after taking off the plane crashed into the sea and sank
10/25/1922,16:45,"Larache, Morocco",Grands Express Aeriens,Venice - London,Breguet 14,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed under unknown circumstances.,Afternoon,0-5 Fatalities,1922-10-25 16:45:00,1922,October,Autumn,True,1919-1929,crashed under unknown circumstances
12/03/1922,16:45,"Fez, Morocco",Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.,Afternoon,0-5 Fatalities,1922-12-03 16:45:00,1922,December,Winter,True,1919-1929,while flying in foggy conditions the pilot reduced altitude and crashed into a hill
01/10/1923,16:45,"Ajaccio, France",Amee de l'Air,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Lioré-et-Olivier H-13,4.0,2.0,2.0,3.0,1.0,2.0,0.0,The plane crashed mid-air due to a structural failure of the tail.,Afternoon,0-5 Fatalities,1923-01-10 16:45:00,1923,January,Winter,False,1919-1929,the plane crashed midair due to a structural failure of the tail
01/17/1923,16:45,"Barcelona, Spain",Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a mountain during a snowstorm.,Afternoon,0-5 Fatalities,1923-01-17 16:45:00,1923,January,Winter,True,1919-1929,crashed into a mountain during a snowstorm
01/18/1923,16:45,"Cheyenne, Wyoming",US Aerial Mail Service,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during a mail flight.,Afternoon,0-5 Fatalities,1923-01-18 16:45:00,1923,January,Winter,True,1919-1929,crashed during a mail flight
02/26/1923,16:45,"Meadville, Pennsylvania",US Aerial Mail Service,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The pilot lost control of the aircraft  while on approach in poor weather conditions.,Afternoon,0-5 Fatalities,1923-02-26 16:45:00,1923,February,Winter,True,1919-1929,the pilot lost control of the aircraft  while on approach in poor weather conditions
05/14/1923,13:42,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",Afternoon,5-10 Fatalities,1923-05-14 13:42:00,1923,May,Spring,True,1919-1929,brokeup in mid air after suffering structural failure at 3000 ft after a onboard fire weakened the planes structure losing a wing possibly started by a passenger discarding a match after lighting a cigarette
08/27/1923,17:30,"East Mallling, United Kingdom",Air Union,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,11.0,9.0,2.0,1.0,1.0,0.0,0.0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",Afternoon,0-5 Fatalities,1923-08-27 17:30:00,1923,August,Summer,False,1919-1929,the aircraft lost an engine about 45 minutes into the flight as the plane was incapable of maintaining level flight with only one engine operating the pilot decided to make an emergency landing he asked the mechanic to ask two passengers to move towards the rear of the aircraft this instruction was apparently misunderstood by the passengers as four of them moved towards the rear of the aircraft this affected the center of gravity of the aircraft which then entered into a spin and crashed
08/27/1923,17:30,"Bucharest, Romania",Campagnie France Roumaine,Paris - Berck-sur-Mer - Croydon,Blériot Spad 46,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed while on approach to Bucharesst.,Afternoon,0-5 Fatalities,1923-08-27 17:30:00,1923,August,Summer,True,1919-1929,crashed while on approach to bucharesst
09/07/1923,17:30,"Colton, Ohio",US Aerial Mail Service,Paris - Berck-sur-Mer - Croydon,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during an emergency landing attempt.,Afternoon,0-5 Fatalities,1923-09-07 17:30:00,1923,September,Autumn,True,1919-1929,crashed during an emergency landing attempt
09/14/1923,18:00,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,Croydon - Manchester,de Havilland DH-34,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Crashed while attempting a forced landing after encountering heavy rain.,Evening,5-10 Fatalities,1923-09-14 18:00:00,1923,September,Autumn,True,1919-1929,crashed while attempting a forced landing after encountering heavy rain
11/18/1923,18:00,Russia,CCCP,Croydon - Manchester,Junkers F-13,5.0,2.0,3.0,3.0,1.0,2.0,0.0,Crashed during a training flight.,Afternoon,0-5 Fatalities,1923-11-18 18:00:00,1923,November,Autumn,False,1919-1929,crashed during a training flight
12/06/1923,18:00,"Castalia, Ohio",US Aerial Mail Service,Croydon - Manchester,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed under unknown circumstances.,Morning,0-5 Fatalities,1923-12-06 18:00:00,1923,December,Winter,True,1919-1929,crashed under unknown circumstances
12/23/1923,02:30,Over the Mediterranean Sea,Military - French Navy,Toulon - Algiers,Zeppelin Dixmunde (airship),52.0,0.0,1.0,52.0,0.0,1.0,0.0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning.",Night,50-100 Fatalities,1923-12-23 02:30:00,1923,December,Winter,True,1919-1929,crashed while on a flight from toulon france to algiers algeria  the last known radio contact reported the ship nearly out of fuel and battling strong winds  struck by lightning
12/24/1923,02:30,"Egbert, WY",US Aerial Mail Service,Toulon - Algiers,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a montain in poor weather conditions.,Night,0-5 Fatalities,1923-12-24 02:30:00,1923,December,Winter,True,1919-1929,crashed into a montain in poor weather conditions
03/07/1924,02:30,"Grampian, Pennsylvania",US Aerial Mail Service,Toulon - Algiers,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during a snowstorm.,Night,0-5 Fatalities,1924-03-07 02:30:00,1924,March,Spring,True,1919-1929,crashed during a snowstorm
04/24/1924,02:30,Over the English Channel,KLM Royal Dutch Airlines,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The aircraft disappeared over the North Sea. The plane and passengers were never found.,Night,0-5 Fatalities,1924-04-24 02:30:00,1924,April,Spring,True,1919-1929,the aircraft disappeared over the north sea the plane and passengers were never found
06/08/1924,02:30,"Barranquilla, Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Stalled after taking off and crashed into houses..,Morning,5-10 Fatalities,1924-06-08 02:30:00,1924,June,Summer,True,1919-1929,stalled after taking off and crashed into houses
08/01/1924,02:30,United States,US Aerial Mail Service,Barranquilla - Bogota,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",Morning,0-5 Fatalities,1924-08-01 02:30:00,1924,August,Summer,True,1919-1929,the pliot made a low pass in honor of another pilot who had died stalled and cashed
11/06/1924,02:30,"Cabrerolles, France",Grands Express Aeriens,Barranquilla - Bogota,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While en route the pilot encountered thunderstorms, lost control and crashed.",Morning,0-5 Fatalities,1924-11-06 02:30:00,1924,November,Autumn,True,1919-1929,while en route the pilot encountered thunderstorms lost control and crashed
12/21/1924,02:30,"Goshen, Indiana",US Aerial Mail Service,Barranquilla - Bogota,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",Morning,0-5 Fatalities,1924-12-21 02:30:00,1924,December,Winter,True,1919-1929,lost in a snowstorm the pilot decided to bail out of the plane but was killed
12/24/1924,12:00,"Purley, England",Imperial Airways,London - Paris,de Havilland DH-34B,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",Afternoon,5-10 Fatalities,1924-12-24 12:00:00,1924,December,Winter,True,1919-1929,shortly after taking off witnesses observed a puff of white smoke after which the plane nosedived into the ground crashed due to an unknown mechanical failure and subsiquent stall captain stewart and seven passengers were killed in an attempted forced landing
03/22/1925,12:00,"Near Tiflis, Georgia, USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Shortly after take off the plane went out of control and crashed in flames.,Morning,5-10 Fatalities,1925-03-22 12:00:00,1925,March,Spring,True,1919-1929,shortly after take off the plane went out of control and crashed in flames
04/25/1925,12:00,"Alicante, Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",Morning,0-5 Fatalities,1925-04-25 12:00:00,1925,April,Spring,True,1919-1929,shortly after takeoff while flying at a low altitude in poor visibility the aircraft hit a lightning rod stalled and crashed
06/25/1925,12:00,"Landrécies, France",KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight.",Morning,0-5 Fatalities,1925-06-25 12:00:00,1925,June,Summer,True,1919-1929,while in a turn in bad weather the right wing struck trees and the plane crashed failure of an aileron in flight
06/26/1925,12:00,"Alicante, Spain",Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,2.0,0.0,2.0,2.0,0.0,2.0,0.0,While attempting to land the seaplane hit a lightning mast and crashed.,Morning,0-5 Fatalities,1925-06-26 12:00:00,1925,June,Summer,True,1919-1929,while attempting to land the seaplane hit a lightning mast and crashed
07/20/1925,12:00,"Rosas, Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed in unknown circumstance.,Morning,0-5 Fatalities,1925-07-20 12:00:00,1925,July,Summer,True,1919-1929,crashed in unknown circumstance
07/24/1925,12:00,"Budapest, Hungary",CIDNA,Toulouse - Barcelona,Potez IX,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed while attempting to land 10 km from the airport,Morning,0-5 Fatalities,1925-07-24 12:00:00,1925,July,Summer,True,1919-1929,crashed while attempting to land 10 km from the airport
09/03/1925,05:30,"Caldwell, Ohio",Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),43.0,0.0,1.0,14.0,0.0,1.0,0.0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.",Night,10-20 Fatalities,1925-09-03 05:30:00,1925,September,Autumn,False,1919-1929,the shenandoah was flying over southern ohio when she abruptly encountered violent atmospheric conditions thunderstorms powerful air currents buffeted her so severely that her crew was unable to maintain control rising rapidly above her pressure height then falling and rising again her hull structure was overstressed amidships breaking the airship in two shenandoahs external control car and two engine cars fell free carrying the dirigibles commanding officer and several other men to their deaths the stern section came down nearby while several men were able to fly the bow section to ground as a free balloon
09/07/1925,05:30,"Toul, France",CIDNA,"Lakehurst, NJ - S.t Louis, MO",Spad 33,43.0,0.0,1.0,14.0,0.0,1.0,0.0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.",Night,10-20 Fatalities,1925-09-07 05:30:00,1925,September,Autumn,False,1919-1929,the shenandoah was flying over southern ohio when she abruptly encountered violent atmospheric conditions thunderstorms powerful air currents buffeted her so severely that her crew was unable to maintain control rising rapidly above her pressure height then falling and rising again her hull structure was overstressed amidships breaking the airship in two shenandoahs external control car and two engine cars fell free carrying the dirigibles commanding officer and several other men to their deaths the stern section came down nearby while several men were able to fly the bow section to ground as a free balloon
